Rep,Constituency,State,Question,Requires Attention,Categories
Mohd Sany Bin Hamzan,Hulu Langat,Selangor,SOALAN YB TUAN MOHD SANY BIN HAMZAN [ HULU LANGAT ] minta MENTERI PEMBANGUNAN KERAJAAN TEMPATAN menyatakan jalan penyelesaian berkaitan isu pelupusan sampah terkini yang mesra alam dengan teknologi terkini berikutan bertambahnya sisa pepejal yang perlu dilupuskan oleh PBT-PBT seluruh negara.,Yes,Pollution;Waste;Plastic;Development;Environment
Mohd Hasnizan Bin Harun,Hulu Selangor,Selangor,"SOALAN Tuan Haji Mohd Hasnizan bin Harun [ Hulu Selangor ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan adakah Kementerian mempunyai perancangan untuk menyediakan Sistem Amaran Banjir Kepala Air (SABKA) di lokasi berisiko tinggi di seluruh Malaysia khususnya di Hulu Selangor.",No,Climate Change;Climate Disaster;Development;Flood;Environment
Rosol Bin Wahid,Hulu Terengganu,Terengganu,"SOALAN Dato' Rosol bin Wahid [ Hulu Terengganu ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan tindakan yang diambil untuk mengatasi masalah kualiti dan tekanan air rendah di Hulu Terengganu.",No,Pollution;Water;Development
Rosol Bin Wahid,Hulu Terengganu,Terengganu,"SOALAN Dato' Rosol bin Wahid [ Hulu Terengganu ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan langkah dan perancangan diambil untuk menangani isu haiwan liar yang memasuki kawasan penempatan penduduk sehingga menjejaskan tanaman dan hasil kebun serta mengancam keselamatan awam.",No,Biodiversity;Deforestation;Food Security;Environment
Rosol Bin Wahid,Hulu Terengganu,Terengganu,SOALAN Minta PERDANA MENTERI menyatakan bilakah Kerajaan akan melaksanakan penubuhan pusat pemindahan sementara (PPS) kekal untuk mangsa bencana terutama di negeri sering dilanda banjir seperti Terengganu dan Kelantan.,Yes,Climate Change;Climate Disaster;Flood;Environment
M. Kulasegaran,Ipoh Barat,Perak,"SOALAN TUAN M. KULASEGARAN [IPOH BARAT] minta MENTERI PEMBANGUNAN USAHAWAN DAN KOPERASI menyatakan: (a) adakah entiti Korporat dan Perusahaan Mikro, Kecil dan Sederhana (SME) bersedia untuk peralihan tenaga hijau; dan (b) adakah Kerajaan berusaha untuk menggabungkan pendidikan kemahiran hijau di institusi TVET dan kursus pembangunan mampan.",Yes,Climate Change;Energy Transition;Development;Environment
Lee Chuan How,Ipoh Timor,Perak,"SOALAN Tuan Lee Chuan How [ Ipoh Timor ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah kajian- kajian daripada universiti terkemuka tempatan yang menyumbang ke arah kelestarian REE sekiranya dibangunkan di Malaysia.",Yes,Deforestation;Mining;Rare Earth;Environment
Lee Chuan How,Ipoh Timor,Perak,"SOALAN Tuan Lee Chuan How [ Ipoh Timor ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah inisiatif yang telah diambil untuk menggalakkan kajian dan pembangunan REE di Malaysia setakat ini.",Yes,Deforestation;Mining;Rare Earth;Environment
Lee Chuan How,Ipoh Timor,Perak,"SOALAN Tuan Lee Chuan How [ Ipoh Timor ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan strategi terkini untuk mengurangkan kebergantungan global bagi REE.",Yes,Deforestation;Mining;Rare Earth;Environment
Lee Chuan How,Ipoh Timor,Perak,"SOALAN  TUAN LEE CHUAN HOW [ IPOH TIMOR ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah rancangan Kerajaan bagi memperincikan garis panduan ataupun akta sedia ada dalam memastikan kawal selia REE yang berkesan.",Yes,Deforestation;Mining;Rare Earth;Environment
Lee Chuan How,Ipoh Timor,Perak,"SOALAN YB TUAN LEE CHUAN HOW [ IPOH TIMOR ] minta MENTERI PEMBANGUNAN KERAJAAN TEMPATAN menyatakan strategi-strategi untuk menambah baik perkhidmatan pengangkutan awam di daerah Kinta, termasuklah meluaskan lagi capaian laluan bas dan infrastruktur berkaitan.",Yes,Transportation;Development;Environment
Zahari Bin Kechik,Jeli,Kelantan,SOALAN TUAN ZAHARI BIN KECHIK [ JELI ] minta MENTERI PENGANGKUTAN menyatakan sejauh mana usaha Kerajaan di dalam menjadikan Tok Bali sebagai sebuah pelabuhan dan pengkalan persisir dalam sektor minyak dan gas terutamanya untuk wilayah timur Semenanjung.,Yes,Climate Change;Climate Disaster;Fossil Fuel;Development;Environment
Sanisvara Netrayer A/L Rajaji,Jelutong,Pulau Pinang,"SOALAN Tuan Sanisvara Nethaji Rayer A/L Rajaji [ Jelutong ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan adakah Kementerian bercadang untuk meneruskan projek tebatan banjir lembangan Sungai Pinang di Jelutong, Pulau Pinang yang pada mulanya diumumkan pada RMK-7 dengan jumlah anggaran perbelanjaan RM600 juta dan kemudian diumumkan di bawah RMK-11 dengan jumlah anggaran perbelanjaan sebanyak RM150 juta tetapi tidak dinyatakan langsung dalam Kajian Separuh Penggal RMK-12 yang dibentangkan di Dewan Rakyat pada 11 September 2023 dan belum dilaksanakan lagi.",Yes,Climate Change;Climate Disaster;Development;Flood;Environment
Shamshulkahar Bin Mohd Deli,Jempol,Negeri Sembilan,minta Perdana Menteri  menyatakan apakah persediaan kerajaan dalam melaksanakan pelan komprehensif pengurusan bencana banjir bagi memastikan keselamatan mangsa banjir dan  meminimumkan kehilangan harta benda dalam musim Monsun Timur Laut ketika ini.,Yes,Climate Change;Climate Disaster;Flood
Shamshulkahar Bin Mohd Deli,Jempol,Negeri Sembilan,"SOALAN DATO’ HAJI SHAMSULKAHAR MOHD DELI [JEMPOL] minta MENTERI EKONOMI menyatakan secara terperinci bagaimanakah Pelan Hala Tuju Peralihan Tenaga (NETR) boleh mencipta 23,000 peluang pekerjaan bernilai tinggi dan bagaimanakah anak muda termasuk belia luar bandar boleh mendapat manfaat menceburi peluang pekerjaan tersebut. 1",Yes,Energy Transition;Development
Khairil Nizam Bin Khirudin,Jerantut,Pahang,"SOALAN Ir. Ts. Haji Khairil Nizam bin Khirudin [ Jerantut ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan:- a) komitmen Kementerian dalam memastikan eksploitasi nadir bumi ini selamat dan terjaga flora dan fauna negara ini terutamanya di Jerantut; dan b) senarai lombongan haram nadir bumi yang telah dikenalpasti oleh pihak Kementerian.",Yes,Biodiversity;Deforestation;Mining;Rare Earth;Environment
Khairil Nizam Bin Khirudin,Jerantut,Pahang,"SOALAN Ir. Ts. Haji Khairil Nizam bin Khirudin [ Jerantut ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan mengapa Jabatan Perhilitan Jerantut hanya mempunyai 1 buah kereta pacuan 4-roda, keahlian anggota yang sedikit, fasiliti pejabat yang kurang selesa serta bilangan perangkap haiwan yang tidak mencukupi sedangkan keluasan Jerantut yang berbukit-bukau dan mempunyai hutan sebesar 378,357.83 hektar.",No,Biodiversity
Khairil Nizam Bin Khirudin,Jerantut,Pahang,"SOALAN Ir. Ts. Haji Khairil Nizam bin Khirudin [ Jerantut ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan kenapa kualiti air Sungai Jelai semakin tercemar sehingga mengganggu kualiti pembenihan Ikan Patin di Jerantut, dan apa tindakan Kementerian untuk kembalikan kualiti air supaya tidak lagi tercemar. 1",No,Pollution;Water;Biodiversity;Food Security;Fishing;Environment
Khairil Nizam Bin Khirudin,Jerantut,Pahang,SOALAN IR. TS. HAJI KHAIRIL NIZAM BIN KHIRUDIN [ JERANTUT ] minta MENTERI KEMAJUAN DESA DAN WILAYAH menyatakan :- (a) faktor kepada jalan raya dari Kuala Tahan ke Kampung Mat Daling yang kelihatan tidak siap dan sentiasa rosak; dan (b) isu banjir yang berterusan di Kampung Sempadan yang memberi tekanan berterusan kepada penduduk setempat.,Yes,Climate Change;Climate Disaster;Development;Flood
Khairil Nizam Bin Khirudin,Jerantut,Pahang,"Bismillahi Rahmani Rahim. Terima kasih, Tuan Yang di-Pertua. Pertama sekali, saya ingin merakamkan terima kasih kepada Tuan Yang di-Pertua atas peluang yang diberikan untuk saya mengusulkan isu tempatan di Kamar Khas ini. Saya ingin menarik perhatian Yang Berhormat Menteri mengenai bencana alam yang sering dihadapi oleh penduduk Jerantut di sekitar Kampung Sempadan, Damak. Rumah mereka sering dilanda banjir setiap kali datangnya hujan lebat yang berterusan, dan air banjir di dalam rumah boleh mencapai ketinggian 2.5 hingga tiga kaki. Dan ada yang sampai menenggelamkan tingkat bawah rumah tersebut iaitu ruang dapur rumah. Perkara ini sudah berlanjutan begitu lama, dan sudah pun mendapat perhatian daripada Pejabat Daerah Jerantut. Antara penyelesaian yang sudah dicadangkan oleh Pejabat Daerah adalah agar penduduk kampung berpindah keluar dari kawasan kerap banjir seperti di Kampung Sempadan ini dan membina rumah sendiri di atas tanah persendirian yang berisiko rendah dari terkena banjir. Antara halangan terbesar penduduk setempat daripada menerima cadangan ini adalah mereka tidak mempunyai tanah lain untuk dibina rumah. Dianggarkan ada lapan buah rumah yang masih dengan konsistennya terpaksa merelakan hidup mereka dan menjadikan Pusat Pemindahan Sementara (PPS) sebagai rumah kedua mereka yang diduduki empat kali setahun iaitu setiap kali berlakunya banjir kilat. Jadi, melihat kepada keseriusan situasi di Kampung Sempadan, di sini saya mencadangkan serta memohon kepada pihak kementerian agar melaksanakan aktiviti mendalamkan sungai di Kampung Sempadan, dengan harapan ia dapat meningkatkan jumlah kapasiti air yang boleh ditampung oleh sungai setempat. Sebagai wakil rakyat dari Parlimen Jerantut, saya juga berharap agar kementerian memberikan penyelesaian jangka masa panjang dan pendek kepada penduduk setempat bagi menangani isu ini, sekiranya projek pedalaman sungai memakan kos perbelanjaan yang tinggi. Semoga ada berita baik yang datang dari pihak kementerian.   Sekian, terima kasih.",Yes,Climate Change;Climate Disaster;Development;Flood;Environment
Khairil Nizam Bin Khirudin,Jerantut,Pahang,"Terima kasih kepada Tuan Yang di-Pertua. Pertamanya, saya ingin mohon maaf lewat sebab jadual pun dipinda lewat.  Cuma, sebolehnya saya harap selepas ini bagi notis lebih awal.  Minta maaf ya pihak Menteri. Tuan Yang di-Pertua, pertama saya ingin merakamkan terima kasih saya kepada Tuan Yang di-Pertua dan Parlimen Malaysia atas peluang yang diberikan untuk saya mengusulkan isu tempatan di Kamar Khas ini. Ikan patin merupakan haiwan ternakan yang paling digemari dan popular di Temerloh dan Jerantut dan ia sudah menjadi makanan tradisi di Jerantut sama ada masak pais tempoyak ataupun masak asam rong.  Saya yakin Menteri pun dah pernah rasa sebab dia biasa datang Jerantut. Namun, sejak bulan Disember tahun lepas, bekalan ikan patin ini semakin berkurangan sehinggakan mempengaruhi nisbah supply ataupun demand di mana harganya di pasaran melonjak naik tatkala stoknya semakin terhad. Apabila saya mengadakan kunjungan ke sangkar ikan patin bersama para penternak yang menternak 10-15 sangkar setiap seorang, rata-ratanya anak-anak muda, masing-masing memberikan jawapan yang sama iaitu kemandirian benih ikan patin yang kini sudah menurun sehingga 35 peratus sahaja. Misalnya, sekiranya satu sangkar ikan patin itu dilepaskan 2,000 ekor benih, hanya 700 ekor sahaja yang berjaya membesar dengan baik sebelum dituai, berbanding dulu dengan kemandirian benih ikan patin boleh mencecah antara 65 peratus hingga 70 peratus. Tuan Yang di-Pertua, tujuan saya membawa isu ini ke Kamar Khas tidaklah untuk mempromosikan ikan patin Jerantut, tetapi ikan patin merupakan penjana  ekonomi tempatan yang besar di Jerantut, di mana adanya penjualan dan pembelian yang sangat konsisten daripada rakyat Jerantut dan daripada pelancong-pelancong. Saya yakin, Jabatan Perikanan sudah pun memberikan yang terbaik dalam membantu para penternak ikan patin agar dapat meningkatkan kembali peratusan kemandirian benih ikan patin sekali gus meningkatkan bekalan ikan patin memasuki pasaran melalui inisiatif seperti Program SPeKS iaitu Sistem Penyampaian dan Khidmat Sokongan Pengembangan, dan ada juga inisiatif lain yang memberi bantuan benih ikan, serta bantuan banjir yang memberikan benih ikan dan makanan secara percuma.  Namun keadaannya masih tidak bertambah baik kerana kemandirian benih ikan yang diberikan masih lagi pada aras yang sama. Jadi, saya mohon agar pihak kementerian boleh melihat perkara ini dari sudut bagaimana kerajaan perlu melabur dalam penyelidikan dan pembangunan kepada benih ikan patin yang lebih tahan lasak dalam menghadapi cabaran air sungai yang semakin mengeruh.  Sekian, terima kasih.",Yes,Pollution;Food Security;Fishing
Khairil Nizam Bin Khirudin,Jerantut,Pahang,minta Menteri Kerja Raya  menyatakan:  (a) apa rancangan jangka masa pendek dan jangka masa panjang kerajaan agar kesesakan lebuh raya seperti di Tol Bentong dan Tol Gombak dapat dikurangkan; dan (b) adakah kerajaan bersetuju sekiranya lampu solar dipasang di lebuh raya yang tidak mempunyai lampu jalan.,No,Energy Transition;Development
Abd Ghani Bin Ahmad,Jerlun,Kedah,SOALAN DR. ABD GHANI BIN AHMAD [ JERLUN ] minta MENTERI KEMAJUAN DESA DAN WILAYAH menyatakan langkah segera dan strategi yang berkesan dalam membantu mangsa yang ditimpa musibah ribut taufan dan angin kuat yang merosakkan rumah kediaman agar rumah kediaman mereka dibaikpulih dalam tempoh yang singkat.,No,Climate Change;Climate Disaster
Larry Soon @ Larry Sng Wei Shien,Julau,Sarawak,"SOALAN DATUK LARRY SOON @ LARRY SNG WEI SHIEN [ JULAU ] minta MENTERI KEMAJUAN DESA DAN WILAYAH menyatakan adakah pihak Kementerian mempunyai inisiatif atau program untuk menjalankan projek pemasangan lampu solar diod pemancar cahaya (LED) di kawasan-kawasan pedalaman di Sarawak khususnya di kawasan Pakan dan Julau. Sekiranya ya, bilakah usaha ini dapat disegerakan demi kemudahan dan keselamatan penduduk di lokaliti kawasan tersebut.",Yes,Energy Transition;Development
Larry Soon @ Larry Sng Wei Shien,Julau,Sarawak,"SOALAN DATUK LARRY SOON @ LARRY SNG WEI SHIEN [JULAU] minta MENTERI KESIHATAN menyatakan secara terperinci jumlah data kadar kematian bagi bayi yang baru lahir di daerah pentadbiran Parlimen Julau bermula tahun 2021, 2022, 2023. Adakah telah diadakan kajian untuk mengkaji apakah faktor yang mendorong kepada kadar kematian bayi baru lahir ketara tinggi di daerah ini serta jalan penyelesaian Kementerian.",No,Climate Change;Climate Disaster;Pollution;Development
Andi Muhammad Suryady Bin Bandy,Kalabakan,Sabah,"SOALAN Datuk Andi Muhammad Suryady bin Bandy [ Kalabakan ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah langkah mitigasi yang dirangka oleh pihak Kementerian di dalam menangani konflik di antara manusia-hidupan liar iaitu melibatkan populasi gajah pygmy Borneo di kawasan sekitar Kalabakan yang kini berpotensi memberi ancaman kepada penduduk dan hasil tanaman.",Yes,Biodiversity;Deforestation;Environment
Andi Muhammad Suryady Bin Bandy,Kalabakan,Sabah,"Assalamualaikum warahmatullahi wabarakatuh dan salam sejahtera. Tuan Yang di- Pertua, saya ingin mendapatkan penjelasan Kementerian Pembangunan Kerajaan Tempatan berkenaan dengan status pembinaan Projek Perumahan Rakyat (PPR) di tapak Lapangan Terbang Lama Tawau.  Untuk makluman Yang Berhormat Menteri, objektif pembinaan PPR di tapak Lapangan Terbang Lama Tawau ini adalah untuk menempatkan semula penduduk setinggan di kawasan sekitar Tanjung Batu dan Kukusan ke sebuah penempatan baharu bagi menikmati perumahan yang lebih kondusif, sistematik dan terancang. Umum mengetahui bahawa kawasan setinggan ini berpotensi terdedah kepada pelbagai risiko dan masalah terutamanya berkaitan dengan aspek kebersihan, pencemaran, kesihatan, gejala sosial, dan keselamatan. Malah, penempatan ini juga banyak dihuni oleh warga asing dan ini menimbulkan ancaman terhadap keselamatan penduduk setempat. Justeru itu, pembinaan PPR ini akan membantu mengatasi masalah ini di samping dapat menyediakan perumahan kondusif yang lebih baik kepada para penduduk. Mengakhiri ucapan, saya amat berharap agar Yang Berhormat Menteri dapat memberikan perhatian dan tindakan yang sewajarnya bagi mengatasi masalah ini demi memastikan Projek Perumahan Rakyat di tapak Lapangan Terbang Lama Tawau dapat dilaksanakan dengan kadar segera bagi menjamin penduduk setempat dapat menikmati mutu dan kualiti kehidupan yang lebih baik. Terima kasih. Dato' Muhammad Bakhtiar bin Wan Chik [Balik Pulau]: Yang Berhormat Timbalan Menteri untuk jawab.",No,Pollution;Development
Andi Muhammad Suryady Bin Bandy,Kalabakan,Sabah,"Tuan Yang di- Pertua, merujuk kepada perkara di atas, saya ingin mendapatkan penjelasan Yang Berhormat Menteri berkenaan dengan status terkini perkembangan projek tebatan banjir dan pembinaan tebing di lencongan Sungai Tawau melibatkan kawasan Kampung Pasir Putih dan kawasan Tanjung Batu. Untuk makluman, projek ini penting bagi mengatasi masalah banjir yang kerap berlaku terutamanya sekarang ini musim tengkujuh sehingga empat kali setahun. Situasi ini menjejaskan kehidupan kira-kira 20,000 orang penduduk di kawasan sekitar kerana terpaksa menanggung kos kerugian yang tinggi akibat kehilangan dan kerosakan harta benda. Tambahan pula, Sungai Tawau dan Alur Sungai Tawau Bypass pada masa kini tidak lagi berupaya untuk menampung kapasiti aliran air yang tinggi terutamanya pada musim hujan kerana ia akan menyebabkan aliran sungai tersekat dan melimpah keluar sehingga mengakibatkan banjir. Mengakhiri ucapan, saya amat berharap agar pihak kementerian dapat mempercepatkan pelaksanaan projek tebatan banjir dan pembinaan tebing di lencongan Sungai Tawau bagi memastikan isu kekerapan banjir di kawasan sekitar Kampung Pasir Putih dan Kampung Tanjung Batu mendapat penyelesaian tuntas. Terima kasih. Timbalan Yang di-Pertua [Dato’ Ramli bin Dato’ Mohd Nor]: Yang Berhormat Menteri.",Yes,Climate Change;Climate Disaster;Development;Flood;Environment
Andi Muhammad Suryady Bin Bandy,Kalabakan,Sabah," minta Menteri Sumber  Asli, Alam Sekitar dan Perubahan Iklim menyatakan, apa perkembangan terkini projek tebatan banjir dan pembinaan tebing di lencongan Sungai Tawau melibatkan kawasan Kampung Pasir Putih dan Kampung Tanjung Batu memandangkan isu banjir yang semakin teruk berlaku di kawasan ini.",Yes,Climate Change;Climate Disaster;Development;Flood;Environment
Andi Muhammad Suryady Bin Bandy,Kalabakan,Sabah,SOALAN DATUK ANDI MUHAMMAD SURYADY BIN BANDY [ KALABAKAN ] minta MENTERI PERLADANGAN DAN KOMODITI menyatakan apakah pelan strategik Kementerian bagi mengupayakan perkembangan industri biojisim hiliran khususnya di kawasan pantai timur Sabah yang mempunyai sumber dan hasil yang berpotensi besar untuk dimajukan berkaitan dengan industri ini.,Yes,Waste;Biodiversity;Deforestation;Mining;Rare Earth;Environment
Chong Zhemin,Kampar,Perak,"SOALAN Tuan Chong Zhemin [ Kampar ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan keputusan untuk menghalang eksport mineral NR-REE dan bagaimana membantu untuk membina industri downstream NR-REE di Malaysia.",Yes,Biodiversity;Deforestation;Mining;Rare Earth;Environment
Zakri Bin Hassan,Kangar,Perlis,"SOALAN Tuan Zakri bin Hassan [ Kangar ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan adakah terdapat usaha-usaha untuk menggantikan paip air di Perlis memandangkan kadar kehilangan air begitu banyak melalui paip-paip yang bocor.",No,Water;Development;Environment
Zakri Bin Hassan,Kangar,Perlis,"SOALAN Tuan Zakri bin Hassan [ Kangar ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan adakah Kementerian dapat membantu pemilik dusun di Banjaran Nakawan bagi mendapatkan akses untuk memasuki dusun mereka iaitu di kawasan hutan simpan Bukit Ayer.",Yes,Biodiversity;Deforestation;Development;Environment
Halimah Ali,Kapar,Selangor,"SOALAN  DR. HAJAH HALIMAH ALI [ KAPAR ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan senarai projek tuntas mitigasi banjir di Kapar (semua DUN) termasuk kos dan garis masa serta pencapaian semasa.",Yes,Climate Change;Climate Disaster;Flood;Environment
Halimah Ali,Kapar,Selangor,"SOALAN Dr. Hajah Halimah Ali [ Kapar ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan :- a) bagaimanakah pihak Kerajaan memastikan kilang-kilang tidak menjadi penyebab pencemaran alam sekitar; dan b) apakah tindakan tuntas Kerajaan mengenai sisa buangan kilang di tapak pelupusan haram seperti di Batu 14, Jalan Kapar yang dikatakan telah mencecah hingga 400 tan sampah dan kebakaran sampah ini masih berulang.",Yes,Pollution;Waste;Air;Environment
Che Alias Bin Hamid,Kemaman,Terengganu,"SOALAN Tuan Che Alias bin Hamid [ Kemaman ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan sejauh mana justifikasi Dasar Mineral Negara yang dirangka bergerak selari dengan Dasar Perhutanan Negara dan Dasar Kepelbagaian Biologi Kebangsaan bagi memelihara alam sekitar, hidupan liar dan Orang Asli.",Yes,Biodiversity;Development;Ocean
Jeffrey Gapari Kitingan,Keningau,Sabah,"SOALAN DATUK SERI PANGLIMA DR. JEFFREY G. KITINGAN [ KENINGAU ] minta MENTERI KEWANGAN menyatakan setiap tahun Kerajaan menerima RM50 bilion dari Petronas sebagai dividen khas, bolehkah Kerajaan memberi sebahagian dividen khas tersebut untuk dibahagikan kepada negeri-negeri yang mengeluarkan minyak iaitu Kelantan, Terengganu, Sabah dan Sarawak ataupun Petronas disuruh membayar dividen khas kepada negeri-negeri pengeluar minyak tersebut setiap tahun di mana negeri-negeri tersebut memerlukan hasil tambahan tersebut bagi membantu membangunkan infrastruktur dan ekonomi mereka.",Yes,Climate Change;Fossil Fuel;Development;Environment
Lim Lip Eng,Kepong,Kuala Lumpur,"SOALAN TUAN LIM LIP ENG [KEPONG] minta MENTERI KERJA RAYA menyatakan status pengumuman laporan akhir tragedi tanah runtuh di Batang Kali, Disember lalu.",Yes,Climate Change;Climate Disaster;Landslide;Environment
Lim Lip Eng,Kepong,Kuala Lumpur," minta Menteri Pelaburan, Perdagangan dan Industri  menyatakan sebab-sebab Kerajaan tidak memansuhkan keperluan permit import (AP), mengecualikan segala cukai termasuk duti eksais dan import terhadap semua jenis kenderaan elektrik (EV) termasuk kenderaan komersial dan motosikal untuk menangani pencemaran udara. Nyatakan bilangan EV yang telah berdaftar di Malaysia setakat bulan September tahun 2023.",Yes,Pollution;Air;Environment
Khlir Bin Mohd Nor,Ketereh,Kelantan,SOALAN YB DATO’ KHIR BIN MOHD NOR [ KETEREH ] minta MENTERI PEMBANGUNAN KERAJAAN TEMPATAN menyatakan tindakan bagi menyelesaikan sistem perparitan di Parlimen Ketereh kerana hujan berterusan akan mengakibatkan banjir kilat.,Yes,Climate Change;Climate Disaster;Development;Flood;Environment
Khlir Bin Mohd Nor,Ketereh,Kelantan,minta Menteri Pembangunan Kerajaan  Tempatan menyatakan tindakan bagi menyelesaikan sistem perparitan di Parlimen Ketereh kerana hujan berterusan akan mengakibatkan banjir kilat.,No,Climate Change;Climate Disaster;Development;Flood;Air;Mining
Ganabatirau A/L Veraman,Klang,Selangor,"SOALAN YB TUAN GANABATIRAU A/L VERAMAN [ KLANG ] minta MENTERI PEMBANGUNAN KERAJAAN TEMPATAN menyatakan adakah pelan untuk mencontohi Berlin, German untuk mewujudkan satu konsep ""Sponge City"" bagi mengelakkan banjir dan dalam masa yang sama menyelesaikan isu kepanasan global di Klang sebagai projek rintis.",Yes,Climate Change;Climate Disaster;Development;Flood;Air;Mining
Ganabatirau A/L Veraman,Klang,Selangor,"SOALAN TUAN GANABATIRAU A/L VERAMAN [ KLANG ] minta MENTERI PENGANGKUTAN menyatakan strategi yang akan diambil untuk pelaksanaan satu sistem pengangkutan awam seperti perjalanan bas yang lebih teratur dan tersusun bagi membantu usaha kerajaan mencapai ""zero net emission"" menjelang 2050 dan mengurangkan kesesakan jalan raya di Lembah Klang. 1",Yes,Climate Change;Transportation;Development;Environment
Ganabatirau A/L Veraman,Klang,Selangor,"Tuan Yang di-Pertua, pencemaran sisa plastik adalah suatu masalah yang berleluasa bukan sahaja di negara kita tetapi di seluruh dunia. Sekiranya tiada pengurusan yang efektif, isu ini boleh membawa kesan negatif terhadap alam semula jadi dan kesihatan rakyat pada masa depan. Walaupun budaya mengitar semula dihebahkan sebagai penyelesaian untuk pencemaran plastik, saya ingin mengingatkan kepada Ahli-ahli Yang Berhormat  bahawa proses kitar semula itu sendiri boleh mencemarkan alam sekitar sekiranya ia tidak diuruskan dengan bersih mengikut prosedur yang ditetapkan. Jika proses kitar semula dilakukan tanpa tapisan dan cara pembuangan yang tidak selamat, ia boleh memudaratkan kehidupan sungai dan laut. Sehubungan dengan itu, isu yang saya ingin kemukakan adalah mengenai pencemaran sisa-sisa pembuangan oleh kilang-kilang kitar semula plastik di kawasan Telok Gong, Jenjarom, Banting dan kawasan Pelabuhan Klang yang masih lagi menjadi isu dan perlu dipantau dengan rapi. Saya telah menerima beberapa aduan daripada masyarakat tentang masalah pencemaran ini, termasuk para nelayan yang merungut tangkapan mereka sudah merosot. Dalam pemantauan saya, saya telah lihat lori panjang mengangkut pelbagai jenis plastik dari kilang-kilang kitar semula, plastik untuk dikitarkan semula ataupun dilupuskan. Sebagai wakil rakyat, saya ingin memastikan kilang-kilang kitar semula plastik menjalankan operasi mereka mengikut undang-undang. Oleh yang demikian, saya ingin bertanya kepada Kementerian Perumahan dan Kerajaan Tempatan, khususnya Jabatan Pengurusan Sisa Pepejal Negara untuk mengemukakan senarai syarikat yang menerima lesen import (AP) untuk Sisa Plastik HS39.15B bagi tahun 2023. Maklumat senarai penerima AP bagi tahun 2023 ini penting agar kita boleh bersama memantau dan memastikan syarikat-syarikat yang tidak disenaraikan atau tidak mengendalikan sisa plastik import untuk dikitar semula. Sekiranya ada di antara mereka yang didapati mengendalikan sisa plastik import tanpa lesen, tindakan undang-undang boleh dijalankan ke atas mereka. Akhirnya, saya ingin menekankan bahawa soalan ini adalah selaras dengan visi ke arah ketelusan maklumat supaya rakyat boleh di perkasa dengan maklumat untuk memantau salah laku demi menjaga hak kesihatan mereka dan hak untuk hidup dalam alam persekitaran yang bersih dan lestari. Sekian, terima kasih.",Yes,Climate Change;Pollution;Waste;Plastic;Fossil Fuel;Development;Environment
Wong Shu Qi,Kluang,Johor,"SOALAN PUAN WONG SHU QI [ KLUANG ] minta MENTERI KEWANGAN menyatakan jumlah subsidi diesel yang dibelanjakan setiap tahun bermula tahun 2018 sehingga kini bagi sektor perikanan, kenderaan perdagangan dan persendirian serta impak kepada kedudukan kewangan negara sekiranya subsidi diesel diteruskan.",Yes,Climate Change;Fossil Fuel;Environment
Isnaraissah Munirah Majilis,Kota Belud,Sabah,"SOALAN Puan Isnaraissah Munirah Majilis [ Kota Belud ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah alternatif bagi penambahan kapasiti penjanaan tenaga yang bersifat segera dan fast track selain daripada Karpowership bagi memulihkan rizab margin di Sabah dan lebih selari dengan Pelan Hala Tuju Peralihan Tenaga (NETR).",Yes,Energy Transition;Development;Environment
